"horas_estudio","promedio","tiempo_sin_redes","revision_dia","horas_sueno","contenido","satisfaccion_academica","satisfaccion_social","universidad","red_social_usada"
3,15,6,4,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Tiktok"
3,15,1,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Whatsapp"
2,16,1.5,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","Instagram"
6,NA,5,20,7,"Socializar","5","4","Privada","Tiktok"
2,20,5,5,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Tiktok"
1,15,1,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","1","1","Privada","Instagram"
3,12,5,0,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","2","Privada","Whatsapp"
7,14,3,2,5,"Información (noticias , actualidad)","3","4","Pública","Whatsapp"
2,13.2,3,20,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Instagram"
3.5,20,1,2,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Whatsapp"
6,NA,2,2,6,"Educación (contenido académico)","3","2","Pública","Otro"
5,NA,10,4,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Otro"
3,NA,4,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","4","Privada","Tiktok"
6,15,2,1,4,"Educación (contenido académico)","3","3","Privada","Tiktok"
2,NA,6,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Pública","Tiktok"
5,16,3,3,7,"Información (noticias , actualidad)","4","2","Privada","X (Twitter)"
4,13,6,14,6,"Socializar","3","4","Privada","Tiktok"
3,NA,2,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Whatsapp"
NA,15,NA,1,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Instagram"
8.5,17.2,NA,0,6.5,"Educación (contenido académico)","4","4","Privada","Whatsapp"
4,15,2,10,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
2,15,4,10,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Instagram"
4,13.5,2,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
2,14,5,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Instagram"
2,13,1.5,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
2,16,1,4,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Privada","Tiktok"
2,NA,6,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Whatsapp"
1,NA,3,15,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Pública","Instagram"
2,16,2,3,3,"Información (noticias , actualidad)","3","4","Pública","X (Twitter)"
2.5,16.77,4,3,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
5,14.6,1.5,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Whatsapp"
7,13,2,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
5,15,2,2,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Whatsapp"
1,13,12,4,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Otro"
2,15,3,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
2,17,2,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Instagram"
2,14,5,2,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Tiktok"
2,10.4,2,20,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","Tiktok"
4,8,4,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","1","Pública","X (Twitter)"
3,NA,2,10,6,"Socializar","3","3","Pública","Whatsapp"
3,11,5,2,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","Otro"
3,NA,1,2,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Whatsapp"
7,11.8,5,1,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Tiktok"
12,NA,3,2,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Otro"
8,NA,2,5,6.5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
4,NA,1.5,2,3,"Información (noticias , actualidad)","3","3","Pública","Whatsapp"
2,13.2,1.5,30,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","Whatsapp"
4,12.7,5,6,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Tiktok"
4,NA,6,6,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Tiktok"
3,9.3,5,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Tiktok"
2,9.1,3,5,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","5","Pública","Tiktok"
3,NA,6,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
5,12.043,6,2,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","X (Twitter)"
3,14,1,30,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","Whatsapp"
2,14.212,1,20,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Pública","Whatsapp"
2,11,1,10,5,"Educación (contenido académico)","3","5","Pública","Whatsapp"
4,10.5,4,20,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Whatsapp"
2,8,5,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Pública","Instagram"
1.5,8.5,1.5,4,3,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Pública","Tiktok"
3,10.6,6,2,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
1,12,1,1,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","1","Pública","Whatsapp"
2,15.02,5,2,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Pública","Whatsapp"
2,12.8,4,0,7,"Información (noticias , actualidad)","2","2","Pública","X (Twitter)"
4,15.4,4,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Pública","Whatsapp"
1.5,10.4,2,1,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","Tiktok"
5,12,5.2,20,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","Instagram"
6,NA,2,3,6,"Educación (contenido académico)","3","1","Pública","Whatsapp"
3,13.3,3,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
8,11.75,1,3,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Whatsapp"
2,10,1,20,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
3,10.5,1.5,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","1","2","Pública","Whatsapp"
3.5,10,1,69,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Whatsapp"
7,11,7,3,2,"Educación (contenido académico)","4","3","Pública","Whatsapp"
4,9.93,3,4,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Whatsapp"
2,9.8,0.3,2,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Pública","Facebook / meta"
4,16,3,5,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Instagram"
3,11.2,1,20,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Tiktok"
3,13,2,20,7,"Información (noticias , actualidad)","2","4","Pública","Whatsapp"
3,10.2,4,4,5,"Educación (contenido académico)","3","3","Pública","Whatsapp"
6,10,NA,0,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","3","Pública","X (Twitter)"
2,15,7,15,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Pública","Tiktok"
10,13,NA,5,5,"Información (noticias , actualidad)","3","4","Pública","Instagram"
4,13,5,1,7,"Información (noticias , actualidad)","3","4","Pública","Facebook / meta"
2,10.8,6,7,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","Whatsapp"
2,11,1,1,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","X (Twitter)"
1,11.78,6,8,8,"Socializar","2","4","Pública","Whatsapp"
5,15.1,3,7,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
5,12,2,7,2,"Educación (contenido académico)","1","3","Pública","Instagram"
1,10.3,12,100,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","1","5","Pública","Whatsapp"
2,13,1,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Pública","Tiktok"
4,12.6,4,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","Tiktok"
6,11,4,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","Whatsapp"
1,13.2,4,3,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Tiktok"
2,11,12,100,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","1","1","Pública","Whatsapp"
4,11.4,1.5,3,6,"Información (noticias , actualidad)","2","4","Privada","Whatsapp"
2.5,20,5,7,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Tiktok"
3,12.4,6,0,6.5,"Educación (contenido académico)","3","3","Pública","Whatsapp"
4,NA,6,20,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Privada","Instagram"
8,15,3,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Whatsapp"
1,11.3,NA,1,7,"Educación (contenido académico)","4","3","Pública","Whatsapp"
1,12.3,4,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","2","Pública","X (Twitter)"
1,NA,2,25,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Pública","Whatsapp"
2,16,2,2,8,"Socializar","4","4","Privada","Instagram"
5,NA,6,12,6,"Información (noticias , actualidad)","2","3","Privada","Discord"
2.5,17,5,4,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Privada","Tiktok"
4,16.7,1,40,8,"Socializar","5","3","Privada","Instagram"
2,11.2,1,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","Whatsapp"
8,9,5,4,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Pública","Tiktok"
1,10.05,NA,5,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
1,9,3,5,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Pública","Whatsapp"
3,10,1,15,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Tiktok"
3,13.1,5,8,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Tiktok"
NA,NA,3,20,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
5,NA,5,5,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","1","Pública","Whatsapp"
3,NA,3,2,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","Tiktok"
3,NA,3,20,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Tiktok"
3,NA,2,10,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Tiktok"
2,15,2,3,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","X (Twitter)"
8,12,4,10,6,"Información (noticias , actualidad)","3","3","Pública","X (Twitter)"
2,10.8,5,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","X (Twitter)"
4,11.2,1.5,3,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Tiktok"
3,13,2,20,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Instagram"
2,NA,5,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Whatsapp"
6,18.99999,2,6,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","5","Pública","Tiktok"
1,11.3,3,8,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","1","5","Pública","Whatsapp"
4,10,0.3,8,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","Whatsapp"
3,13,1.5,1,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Tiktok"
2.5,11,3,10,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","5","Pública","Whatsapp"
1,12.121,8,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Pública","Whatsapp"
4,16,NA,50,7,"Información (noticias , actualidad)","5","5","Pública","Linkedin"
3,7.5,1.5,2,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Otro"
6,NA,6,15,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Whatsapp"
1,NA,1,10,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Tiktok"
4,12.5,1,3,8,"Información (noticias , actualidad)","3","3","Pública","Whatsapp"
3.5,17,5,24,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Whatsapp"
4,16,6,10,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Tiktok"
6,11,NA,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Whatsapp"
10,NA,12,11,5,"Información (noticias , actualidad)","3","2","Pública","Whatsapp"
6,17,2,4,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
2,NA,6,15,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Pública","Whatsapp"
6,NA,3,15,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Otro"
3,NA,2,3,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","1","2","Pública","Instagram"
7,NA,2,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","Whatsapp"
1,16,2,1,7,"Socializar","3","4","Privada","Tiktok"
4,NA,NA,20,7,"Educación (contenido académico)","4","4","Pública","Instagram"
5,13.6,2.5,20,8,"Socializar","3","5","Pública","Whatsapp"
2,8.982,2,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Pública","Tiktok"
4,11.71,4,20,7,"Información (noticias , actualidad)","1","4","Pública","Linkedin"
5,10,1,20,5,"Educación (contenido académico)","2","4","Pública","Whatsapp"
1,NA,2,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Pública","Instagram"
3,9,NA,0,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","X (Twitter)"
2,12.5,1.5,8,5.5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","1","Pública","Tiktok"
4,13,3,5,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
2,7,6,6,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","1","1","Pública","Whatsapp"
3,15,4,5,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Pública","Whatsapp"
3,13,3,6,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
8,17.8,1.2,6,4,"Información (noticias , actualidad)","3","3","Pública","Whatsapp"
2,12.74,1.5,7,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
1,13.14,1,4,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Discord"
2,14,2,20,6,"Educación (contenido académico)","2","4","Pública","Whatsapp"
2,11.3,4,8,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Whatsapp"
3,14,2,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Whatsapp"
5,NA,4,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Privada","Tiktok"
4,16.492,3,5,5,"Educación (contenido académico)","4","4","Pública","Whatsapp"
5,12.8,2,20,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Whatsapp"
5,12.56,2,5,6,"Socializar","3","3","Privada","Whatsapp"
3,NA,3,3,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Tiktok"
3,17,3,9,7,"Socializar","2","4","Privada","Instagram"
5,16.75,4,4,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Instagram"
1,10.98,2,40,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","5","Pública","Facebook / meta"
1,15.4,3,5,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Instagram"
4,15.87,3,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","X (Twitter)"
2,16.64,3,10,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Whatsapp"
3,14.5,6,20,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Tiktok"
10,NA,3,20,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
4,11,6,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Tiktok"
1,NA,0,20,5,"Información (noticias , actualidad)","3","3","Pública","Whatsapp"
1,NA,1,20,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Whatsapp"
6,12.5,4,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Instagram"
4,12,2,3,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
1,11.5,0.3,20,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","1","Privada","Tiktok"
6,15,1,3,6,"Información (noticias , actualidad)","4","4","Privada","Whatsapp"
5,15,5,10,4,"Educación (contenido académico)","3","4","Privada","Whatsapp"
2.5,15.6,7,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Tiktok"
5,15,5,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
5,NA,4,9,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Whatsapp"
5,9.4,2,10,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Pública","Whatsapp"
1,14,3,15,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Tiktok"
10,15,5,4,8,"Información (noticias , actualidad)","4","5","Privada","Tiktok"
3,2.3,10,30,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Pública","Whatsapp"
3,14,6,0,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Otro"
12,15,NA,3,7,"Educación (contenido académico)","2","1","Privada","Whatsapp"
1,3,1,30,2,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Pública","Telegram"
8,NA,6,24,6,"Socializar","3","3","Privada","Whatsapp"
4,7,2,4,4,"Educación (contenido académico)","1","1","Pública","Facebook / meta"
2,13,4,3,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","2","Privada","Whatsapp"
3,13.62,2,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","5","Pública","Whatsapp"
7,17,3,5,6,"Información (noticias , actualidad)","5","5","Privada","Instagram"
2,13,4,20,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
5,14.38,2,5,5,"Socializar","3","4","Privada","Whatsapp"
2,14,2,10,8,"Información (noticias , actualidad)","3","5","Privada","Instagram"
2.5,17,1,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Whatsapp"
5,NA,1,15,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Instagram"
4,17,5,4,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Whatsapp"
1,NA,2,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
1,NA,2,5,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Privada","Linkedin"
1.5,10,5,3,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","2","Pública","Facebook / meta"
4,17.9,4,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","3","Privada","Whatsapp"
3,20,3,2,7,"Socializar","5","4","Pública","Whatsapp"
4,NA,1,1,5,"Información (noticias , actualidad)","2","4","Privada","X (Twitter)"
2,NA,3,4,7,"Socializar","3","4","Privada","Instagram"
4,17,4,4,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Pública","Tiktok"
1,17,2,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Tiktok"
4,15,2,5,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Whatsapp"
3,15,7,6,6,"Información (noticias , actualidad)","3","3","Privada","X (Twitter)"
2,17,4,4,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Pública","Tiktok"
6.5,18,1.5,5,8,"Información (noticias , actualidad)",NA,"3","Privada","Tiktok"
3.4,NA,4,0,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Instagram"
4,12,5,2,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","X (Twitter)"
3,13,3,99,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Privada","Tiktok"
5,12,0.5,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Tiktok"
5,13,0.25,15,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","2","Privada","Tiktok"
1.5,15.38,3,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Telegram"
3,17,4,7,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Tiktok"
7,17,1,12,6,"Información (noticias , actualidad)","1","3","Pública","Whatsapp"
2,13,2,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Instagram"
1,15,6,1,5,"Educación (contenido académico)","3","4","Privada","Linkedin"
3,12,NA,12,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Whatsapp"
5,12,2,15,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
5,13,2,2,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Whatsapp"
10.5,15,5.5,100,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","4","Privada","Whatsapp"
4,12.44,1,4,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Whatsapp"
3,12.5,1,10,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","3","Privada","Whatsapp"
3,11.76,2,7,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","2","Privada","Whatsapp"
NA,14.52,6,0,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Tiktok"
2,NA,2,10,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
1,11,1.5,10,4,"Información (noticias , actualidad)","1","2","Privada","Tiktok"
8,14,3,10,7,"Educación (contenido académico)","3","4","Privada","Whatsapp"
10,14,4,4,6,"Información (noticias , actualidad)","3","3","Pública","Whatsapp"
5,14,3,10,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Whatsapp"
3,13,2,NA,5,"Información (noticias , actualidad)","3","3","Privada","Whatsapp"
4,13,18,7,8,"Educación (contenido académico)","3","3","Pública","Whatsapp"
4,13.98,6,3,7.5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
2.5,NA,2.5,4,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
3,NA,4,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Instagram"
8,17,1.5,20,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","5","5","Pública","Whatsapp"
2.5,11,4,6,8,"Socializar","3","4","Privada","Whatsapp"
4,18.73,10,1,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","5","Privada","Whatsapp"
8,13,3,1,5,"Socializar","3","4","Privada","Tiktok"
3,13.84,2,10,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","2","Privada","Whatsapp"
5,13.26,2,20,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Whatsapp"
3,13,2,6,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Instagram"
3,17.5,4,10,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Whatsapp"
4,15.5,1,1,7,"Educación (contenido académico)","4","5","Privada","Instagram"
4,11.1,3,4,8,"Información (noticias , actualidad)","2","3","Pública","Whatsapp"
3,11.6,4,20,5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","2","5","Pública","Instagram"
3.5,13,4,10,7,"Información (noticias , actualidad)","3","4","Privada","X (Twitter)"
1,11,7,3,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Instagram"
5,14,5,2,4,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","4","Privada","Whatsapp"
4,14.65,5,1,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Tiktok"
5,14,2,10,7,"Socializar","5","5","Privada","Whatsapp"
10,NA,15,30,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Tiktok"
4,13.4,6,50,8,"Información (noticias , actualidad)","2","1","Privada","Tiktok"
6,15,1,100,6,"Socializar","3","5","Privada","Instagram"
5,14.5,1,20,6.5,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","5","Privada","Whatsapp"
5,16,18,20,6,"Socializar","3","4","Privada","Instagram"
4,13.25,2.5,2,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Tiktok"
6,15,1.5,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Whatsapp"
3,13,3,6,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Privada","Instagram"
2,14,2,5,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","4","Privada","Tiktok"
2,NA,4,8,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Whatsapp"
3,14,3,8,8,"Entretenimiento (ver videos, seguir deportes, escuchar música)","4","3","Privada","Otro"
5,12,3,3,6,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","3","Pública","Whatsapp"
2,14,5,15,7,"Entretenimiento (ver videos, seguir deportes, escuchar música)","3","2","Privada","Whatsapp"
15,11,1,NA,8,"Educación (contenido académico)","3","5","Pública","Otro"
5,17,3,30,7,"Educación (contenido académico)","4","4","Pública","Whatsapp"
